Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_torque_M1_O,mixer_speed_M2,mixer_speed_M1,Time
,,,2.372681,2.372681,,60,60,5/11/2023 7:19
,,,2.589706,2.589706,,60,60,5/11/2023 7:19
,,,2.285873,2.285873,,60,60,5/11/2023 7:19
,,,2.900757,2.900757,,60,60,5/11/2023 7:19
,,,2.488419,2.488419,,60,60,5/11/2023 7:19
,,,3.211807,3.211807,,60,60,5/11/2023 7:19
,,,3.31308,3.31308,,60,60,5/11/2023 7:19
,,,2.329285,2.329285,,60,60,5/11/2023 7:19
,,,2.358215,2.358215,,60,60,5/11/2023 7:19
,,,2.727142,2.727142,,60,60,5/11/2023 7:19
,,,2.0327,2.0327,,60,60,5/11/2023 7:19
,,,2.900757,2.900757,,60,60,5/11/2023 7:19
,,,3.226273,3.226273,,80,80,5/11/2023 7:19
,,,2.220779,2.220779,,80,80,5/11/2023 7:19
,,,2.502899,2.502899,,80,80,5/11/2023 7:19
,,,2.473953,2.473953,,80,80,5/11/2023 7:19
,,,2.517365,2.517365,,80,80,5/11/2023 7:19
,,,3.768814,3.768814,,80,80,5/11/2023 7:19
,,,2.727142,2.727142,,80,80,5/11/2023 7:19
,,,2.633102,2.633102,,80,80,5/11/2023 7:19
,,,2.712677,2.712677,,80,80,5/11/2023 7:19
,,,2.177368,2.177368,,80,80,5/11/2023 7:19
,,,2.546295,2.546295,,80,80,5/11/2023 7:19
,,,3.074356,3.074356,,80,80,5/11/2023 7:19
,,,2.756073,2.756073,,80,80,5/11/2023 7:19
,,,3.754333,3.754333,,80,80,5/11/2023 7:19
,,,5.18663,5.18663,,80,80,5/11/2023 7:19
,,,3.182877,3.182877,,80,80,5/11/2023 7:19
,,,2.871811,2.871811,,80,80,5/11/2023 7:19
,,,3.240738,3.240738,,80,80,5/11/2023 7:19
,,,2.235245,2.235245,,80,80,5/11/2023 7:19
,,,2.56076,2.56076,,80,80,5/11/2023 7:19
,,,3.284149,3.284149,,80,80,5/11/2023 7:19
,,,2.220779,2.220779,,80,80,5/11/2023 7:19
,,,3.045425,3.045425,,80,80,5/11/2023 7:19
,,,3.696472,3.696472,,80,80,5/11/2023 7:19
,,,3.609665,3.609665,,80,80,5/11/2023 7:19
,,,2.148438,2.148438,,80,80,5/11/2023 7:19
,,,2.329285,2.329285,,80,80,5/11/2023 7:19
,,,2.662033,2.662033,,80,80,5/11/2023 7:19
,,,2.799484,2.799484,,80,80,5/11/2023 7:19
,,,2.618637,2.618637,,80,80,5/11/2023 7:19
,,,2.604172,2.604172,,80,80,5/11/2023 7:19
,,,2.401627,2.401627,,80,80,5/11/2023 7:19
,,,2.589706,2.589706,,80,80,5/11/2023 7:19
,,,2.900757,2.900757,,80,80,5/11/2023 7:19
,,,2.799484,2.799484,,80,80,5/11/2023 7:19
,,,2.828415,2.828415,,80,80,5/11/2023 7:19
,,,2.647568,2.647568,,80,80,5/11/2023 7:19
,,,2.727142,2.727142,,80,80,5/11/2023 7:19
,,,2.575226,2.575226,,80,80,5/11/2023 7:19
,,,2.401627,2.401627,,60,60,5/11/2023 7:19
,,,2.987564,2.987564,,60,60,5/11/2023 7:19
,,,3.899017,3.899017,,60,60,5/11/2023 7:19
,,,3.002029,3.002029,,60,60,5/11/2023 7:19
,,,2.53183,2.53183,,60,60,5/11/2023 7:19
,,,2.785019,2.785019,,60,60,5/11/2023 7:19
,,,2.53183,2.53183,,60,60,5/11/2023 7:19
,,,2.56076,2.56076,,60,60,5/11/2023 7:19
,,,2.987564,2.987564,,60,60,5/11/2023 7:20
,,,2.517365,2.517365,,60,60,5/11/2023 7:20
,,,2.785019,2.785019,,60,60,5/11/2023 7:20
,,,2.770538,2.770538,,60,60,5/11/2023 7:20
,,,2.430557,2.430557,,60,60,5/11/2023 7:20
,,,2.741608,2.741608,,60,60,5/11/2023 7:20
,,,2.148438,2.148438,,60,60,5/11/2023 7:20
,,,2.712677,2.712677,,60,60,5/11/2023 7:20
,,,2.633102,2.633102,,60,60,5/11/2023 7:20
,,,2.712677,2.712677,,60,60,5/11/2023 7:20
,,,2.53183,2.53183,,60,60,5/11/2023 7:20
,,,2.473953,2.473953,,60,60,5/11/2023 7:20
,,,2.416092,2.416092,,60,60,5/11/2023 7:20
,,,2.473953,2.473953,,60,60,5/11/2023 7:20
,,,3.059891,3.059891,,60,60,5/11/2023 7:20
,,,2.81395,2.81395,,60,60,5/11/2023 7:20
,,,2.546295,2.546295,,60,60,5/11/2023 7:20
,,,2.958618,2.958618,,60,60,5/11/2023 7:20
,,,2.647568,2.647568,,60,60,5/11/2023 7:20
,,,2.929688,2.929688,,60,60,5/11/2023 7:20
,,,2.987564,2.987564,,60,60,5/11/2023 7:20
,,,3.580734,3.580734,,60,60,5/11/2023 7:20
,,,3.949646,3.949646,,60,60,5/11/2023 7:20
,,,4.007523,4.007523,,60,60,5/11/2023 7:20
,,,3.522858,3.522858,,60,60,5/11/2023 7:20
,,,3.609665,3.609665,,60,60,5/11/2023 7:20
,,,2.81395,2.81395,,60,60,5/11/2023 7:20
,,,2.53183,2.53183,,60,60,5/11/2023 7:20
,,,2.416092,2.416092,,60,60,5/11/2023 7:20
,,,2.857346,2.857346,,60,60,5/11/2023 7:20
,,,2.314819,2.314819,,60,60,5/11/2023 7:20
,,,5.172165,5.172165,,60,60,5/11/2023 7:20
,,,3.385422,3.385422,,60,60,5/11/2023 7:20
,,,3.197342,3.197342,,40,40,5/11/2023 7:20
,,,3.269669,3.269669,,40,40,5/11/2023 7:20
,,,3.50116,3.50116,,40,40,5/11/2023 7:20
,,,2.119507,2.119507,,40,40,5/11/2023 7:20
,,,2.770538,2.770538,,40,40,5/11/2023 7:20
,,,2.488419,2.488419,,40,40,5/11/2023 7:20
,,,3.667542,3.667542,,40,40,5/11/2023 7:20
,,,2.119507,2.119507,,40,40,5/11/2023 7:20
,,,2.589706,2.589706,,40,40,5/11/2023 7:20
,,,3.486694,3.486694,,40,40,5/11/2023 7:20
,,,3.870087,3.870087,,40,40,5/11/2023 7:20
,,,2.647568,2.647568,,40,40,5/11/2023 7:20
,,,2.0327,2.0327,,40,40,5/11/2023 7:20
,,,6.15596,6.15596,,40,40,5/11/2023 7:20
,,,5.107056,5.107056,,40,40,5/11/2023 7:20
,,,3.34201,3.34201,,40,40,5/11/2023 7:20
,,,3.399887,3.399887,,40,40,5/11/2023 7:20
,,,2.401627,2.401627,,40,40,5/11/2023 7:20
,,,2.445023,2.445023,,40,40,5/11/2023 7:20
,,,1.989288,1.989288,,40,40,5/11/2023 7:20
,,,3.226273,3.226273,,40,40,5/11/2023 7:20
,,,2.358215,2.358215,,40,40,5/11/2023 7:20
,,,3.269669,3.269669,,40,40,5/11/2023 7:20
,,,2.473953,2.473953,,40,40,5/11/2023 7:20
,,,2.162903,2.162903,,40,40,5/11/2023 7:20
,,,3.226273,3.226273,,40,40,5/11/2023 7:20
,,,2.81395,2.81395,,40,40,5/11/2023 7:20
,,,4.933456,4.933456,,40,40,5/11/2023 7:21
,,,2.34375,2.34375,,40,40,5/11/2023 7:21
,,,2.741608,2.741608,,40,40,5/11/2023 7:21
,,,3.696472,3.696472,,40,40,5/11/2023 7:21
,,,2.314819,2.314819,,40,40,5/11/2023 7:21
,,,1.960358,1.960358,,20,20,5/11/2023 7:21
,,,1.851852,1.851852,,20,20,5/11/2023 7:21
,,,2.756073,2.756073,,20,20,5/11/2023 7:21
,,,2.235245,2.235245,,20,20,5/11/2023 7:21
,,,2.445023,2.445023,,20,20,5/11/2023 7:21
,,,1.634842,1.634842,,20,20,5/11/2023 7:21
,,,2.314819,2.314819,,20,20,5/11/2023 7:21
,,,2.727142,2.727142,,20,20,5/11/2023 7:21
,,,2.473953,2.473953,,20,20,5/11/2023 7:21
,,,2.973083,2.973083,,20,20,5/11/2023 7:21
,,,2.0327,2.0327,,20,20,5/11/2023 7:21
,,,4.12326,4.12326,,20,20,5/11/2023 7:21
,,,2.647568,2.647568,,20,20,5/11/2023 7:21
,,,2.119507,2.119507,,20,20,5/11/2023 7:21
,,,2.857346,2.857346,,20,20,5/11/2023 7:21
,,,2.53183,2.53183,,20,20,5/11/2023 7:21
,,,2.047165,2.047165,,20,20,5/11/2023 7:21
,,,2.076096,2.076096,,20,20,5/11/2023 7:21
,,,2.662033,2.662033,,20,20,5/11/2023 7:21
,,,2.698212,2.698212,,20,20,5/11/2023 7:21
,,,2.741608,2.741608,,20,20,5/11/2023 7:21
,,,3.31308,3.31308,,20,20,5/11/2023 7:21
,,,2.770538,2.770538,,20,20,5/11/2023 7:21
,,,2.076096,2.076096,,20,20,5/11/2023 7:21
,,,2.076096,2.076096,,20,20,5/11/2023 7:21
,,,2.047165,2.047165,,20,20,5/11/2023 7:21
,,,2.133972,2.133972,,20,20,5/11/2023 7:21
,,,1.678238,1.678238,,20,20,5/11/2023 7:21
,,,2.604172,2.604172,,20,20,5/11/2023 7:21
,,,2.430557,2.430557,,20,20,5/11/2023 7:21
,,,3.197342,3.197342,,20,20,5/11/2023 7:21
,,,2.828415,2.828415,,20,20,5/11/2023 7:21
,,,1.808456,1.808456,,20,20,5/11/2023 7:21
,,,3.168396,3.168396,,20,20,5/11/2023 7:21
,,,3.428818,3.428818,,20,20,5/11/2023 7:21
,,,2.958618,2.958618,,20,20,5/11/2023 7:21
,,,2.090561,2.090561,,20,20,5/11/2023 7:21
,,,1.916962,1.916962,,20,20,5/11/2023 7:21
,,,2.329285,2.329285,,20,20,5/11/2023 7:21
,,,2.314819,2.314819,,20,20,5/11/2023 7:21
,,,1.902481,1.902481,,20,20,5/11/2023 7:21
,,,2.53183,2.53183,,20,20,5/11/2023 7:21
,,,1.649307,1.649307,,20,20,5/11/2023 7:21
,,,3.580734,3.580734,,20,20,5/11/2023 7:21
,,,3.34201,3.34201,,20,20,5/11/2023 7:21
,,,2.517365,2.517365,,20,20,5/11/2023 7:21
,,,2.148438,2.148438,,20,20,5/11/2023 7:21
,,,1.649307,1.649307,,20,20,5/11/2023 7:21
,,,2.828415,2.828415,,20,20,5/11/2023 7:21
,,,2.090561,2.090561,,20,20,5/11/2023 7:21
,,,5.815979,5.815979,,20,20,5/11/2023 7:21
,,,2.618637,2.618637,,20,20,5/11/2023 7:21
,,,2.329285,2.329285,,20,20,5/11/2023 7:21
,,,2.329285,2.329285,,20,20,5/11/2023 7:21
,,,2.372681,2.372681,,20,20,5/11/2023 7:22
,,,1.902481,1.902481,,20,20,5/11/2023 7:22
,,,2.459488,2.459488,,20,20,5/11/2023 7:22
,,,3.197342,3.197342,,20,20,5/11/2023 7:22
,,,1.902481,1.902481,,20,20,5/11/2023 7:22
,,,3.197342,3.197342,,20,20,5/11/2023 7:22
,,,2.148438,2.148438,,20,20,5/11/2023 7:22
,,,2.105042,2.105042,,20,20,5/11/2023 7:22
,,,2.546295,2.546295,,20,20,5/11/2023 7:22
,,,1.765045,1.765045,,20,20,5/11/2023 7:22
,,,2.105042,2.105042,,20,20,5/11/2023 7:22
,,,1.851852,1.851852,,20,20,5/11/2023 7:22
,,,1.974823,1.974823,,20,20,5/11/2023 7:22
,,,3.327545,3.327545,,20,20,5/11/2023 7:22
,,,2.604172,2.604172,,20,20,5/11/2023 7:22
,,,1.974823,1.974823,,20,20,5/11/2023 7:22
,,,2.018234,2.018234,,20,20,5/11/2023 7:22
,,,2.047165,2.047165,,20,20,5/11/2023 7:22
,,,1.77951,1.77951,,20,20,5/11/2023 7:22
,,,2.445023,2.445023,,20,20,5/11/2023 7:22
,,,1.945892,1.945892,,20,20,5/11/2023 7:22
,,,2.047165,2.047165,,20,20,5/11/2023 7:22
,,,1.707169,1.707169,,20,20,5/11/2023 7:22
,,,1.960358,1.960358,,20,20,5/11/2023 7:22
,,,1.707169,1.707169,,20,20,5/11/2023 7:22
,,,1.77951,1.77951,,20,20,5/11/2023 7:22
,,,4.267944,4.267944,,20,20,5/11/2023 7:22
,,,1.793976,1.793976,,20,20,5/11/2023 7:22
,,,2.517365,2.517365,,20,20,5/11/2023 7:22
,,,1.721649,1.721649,,20,20,5/11/2023 7:22
,,,1.916962,1.916962,,20,20,5/11/2023 7:22
,,,2.206314,2.206314,,20,20,5/11/2023 7:22
,,,2.915222,2.915222,,20,20,5/11/2023 7:22
,,,2.575226,2.575226,,20,20,5/11/2023 7:22
,,,2.604172,2.604172,,20,20,5/11/2023 7:22
,,,2.047165,2.047165,,20,20,5/11/2023 7:22
,,,2.076096,2.076096,,20,20,5/11/2023 7:22
,,,2.206314,2.206314,,20,20,5/11/2023 7:22
,,,1.851852,1.851852,,20,20,5/11/2023 7:22
,,,2.076096,2.076096,,20,20,5/11/2023 7:22
,,,3.399887,3.399887,,20,20,5/11/2023 7:22
,,,2.220779,2.220779,,20,20,5/11/2023 7:22
,,,1.945892,1.945892,,20,20,5/11/2023 7:22
,,,2.473953,2.473953,,20,20,5/11/2023 7:22
,,,2.047165,2.047165,,20,20,5/11/2023 7:22
,,,1.793976,1.793976,,20,20,5/11/2023 7:22
,,,2.220779,2.220779,,20,20,5/11/2023 7:22
,,,1.960358,1.960358,,20,20,5/11/2023 7:22
,,,1.851852,1.851852,,20,20,5/11/2023 7:22
,,,2.53183,2.53183,,20,20,5/11/2023 7:22
,,,2.958618,2.958618,,20,20,5/11/2023 7:22
,,,1.989288,1.989288,,20,20,5/11/2023 7:22
,,,1.721649,1.721649,,20,20,5/11/2023 7:22
,,,2.314819,2.314819,,20,20,5/11/2023 7:22
,,,2.314819,2.314819,,20,20,5/11/2023 7:22
,,,2.662033,2.662033,,20,20,5/11/2023 7:22
,,,1.5625,1.5625,,20,20,5/11/2023 7:22
,,,2.133972,2.133972,,20,20,5/11/2023 7:22
,,,2.018234,2.018234,,20,20,5/11/2023 7:22
,,,1.916962,1.916962,,20,20,5/11/2023 7:22
,,,4.12326,4.12326,,20,20,5/11/2023 7:23
,,,2.285873,2.285873,,20,20,5/11/2023 7:23
,,,2.105042,2.105042,,20,20,5/11/2023 7:23
,,,1.649307,1.649307,,20,20,5/11/2023 7:23
,,,1.837387,1.837387,,20,20,5/11/2023 7:23
,,,2.53183,2.53183,,20,20,5/11/2023 7:23
,,,3.443283,3.443283,,20,20,5/11/2023 7:23
,,,2.300354,2.300354,,20,20,5/11/2023 7:23
,,,3.457748,3.457748,,20,20,5/11/2023 7:23
,,,3.964127,3.964127,,20,20,5/11/2023 7:23
,,,1.837387,1.837387,,20,20,5/11/2023 7:23
,,,1.692703,1.692703,,20,20,5/11/2023 7:23
,,,3.045425,3.045425,,20,20,5/11/2023 7:23
,,,2.372681,2.372681,,20,20,5/11/2023 7:23
,,,1.808456,1.808456,,20,20,5/11/2023 7:23
,,,1.793976,1.793976,,20,20,5/11/2023 7:23
,,,1.931427,1.931427,,20,20,5/11/2023 7:23
,,,2.741608,2.741608,,20,20,5/11/2023 7:23
,,,1.721649,1.721649,,20,20,5/11/2023 7:23
,,,2.416092,2.416092,,20,20,5/11/2023 7:23
,,,2.488419,2.488419,,20,20,5/11/2023 7:23
,,,1.736115,1.736115,,20,20,5/11/2023 7:23
,,,1.902481,1.902481,,20,20,5/11/2023 7:23
,,,4.065399,4.065399,,20,20,5/11/2023 7:23
,,,2.018234,2.018234,,20,20,5/11/2023 7:23
,,,1.692703,1.692703,,20,20,5/11/2023 7:23
,,,3.182877,3.182877,,20,20,5/11/2023 7:23
,,,1.808456,1.808456,,20,20,5/11/2023 7:23
,,,2.314819,2.314819,,20,20,5/11/2023 7:23
,,,2.003769,2.003769,,20,20,5/11/2023 7:23
,,,1.837387,1.837387,,20,20,5/11/2023 7:23
,,,1.692703,1.692703,,20,20,5/11/2023 7:23
,,,1.902481,1.902481,,20,20,5/11/2023 7:23
,,,2.090561,2.090561,,20,20,5/11/2023 7:23
,,,1.736115,1.736115,,20,20,5/11/2023 7:23
,,,1.75058,1.75058,,20,20,5/11/2023 7:23
,,,3.002029,3.002029,,20,20,5/11/2023 7:23
,,,1.989288,1.989288,,20,20,5/11/2023 7:23
,,,2.34375,2.34375,,20,20,5/11/2023 7:23
,,,2.698212,2.698212,,20,20,5/11/2023 7:23
,,,2.177368,2.177368,,20,20,5/11/2023 7:23
,,,2.741608,2.741608,,20,20,5/11/2023 7:23
,,,2.401627,2.401627,,20,20,5/11/2023 7:23
,,,1.822922,1.822922,,20,20,5/11/2023 7:23
,,,9.085648,9.085648,,20,20,5/11/2023 7:23
,,,4.976852,4.976852,,20,20,5/11/2023 7:23
,,,2.871811,2.871811,,20,20,5/11/2023 7:23
,,,2.133972,2.133972,,20,20,5/11/2023 7:23
,,,1.793976,1.793976,,20,20,5/11/2023 7:23
,,,1.591431,1.591431,,20,20,5/11/2023 7:23
,,,2.676498,2.676498,,20,20,5/11/2023 7:23
,,,1.989288,1.989288,,20,20,5/11/2023 7:23
,,,1.851852,1.851852,,20,20,5/11/2023 7:23
,,,2.018234,2.018234,,20,20,5/11/2023 7:23
,,,1.808456,1.808456,,20,20,5/11/2023 7:23
,,,1.945892,1.945892,,20,20,5/11/2023 7:23
,,,2.34375,2.34375,,20,20,5/11/2023 7:23
,,,1.793976,1.793976,,20,20,5/11/2023 7:23
,,,1.916962,1.916962,,20,20,5/11/2023 7:23
,,,2.785019,2.785019,,20,20,5/11/2023 7:24
,,,3.197342,3.197342,,20,20,5/11/2023 7:24
,,,1.974823,1.974823,,20,20,5/11/2023 7:24
,,,3.522858,3.522858,,20,20,5/11/2023 7:24
,,,1.945892,1.945892,,20,20,5/11/2023 7:24
,,,1.793976,1.793976,,20,20,5/11/2023 7:24
,,,3.153931,3.153931,,20,20,5/11/2023 7:24
,,,2.119507,2.119507,,20,20,5/11/2023 7:24
,,,2.090561,2.090561,,20,20,5/11/2023 7:24
,,,2.329285,2.329285,,20,20,5/11/2023 7:24
,,,1.692703,1.692703,,20,20,5/11/2023 7:24
,,,1.888016,1.888016,,20,20,5/11/2023 7:24
,,,1.989288,1.989288,,20,20,5/11/2023 7:24
,,,2.191833,2.191833,,20,20,5/11/2023 7:24
,,,1.916962,1.916962,,20,20,5/11/2023 7:24
,,,2.81395,2.81395,,20,20,5/11/2023 7:24
,,,2.119507,2.119507,,20,20,5/11/2023 7:24
,,,2.06163,2.06163,,20,20,5/11/2023 7:24
,,,1.808456,1.808456,,20,20,5/11/2023 7:24
,,,2.958618,2.958618,,20,20,5/11/2023 7:24
,,,2.618637,2.618637,,20,20,5/11/2023 7:24
,,,1.605896,1.605896,,20,20,5/11/2023 7:24
,,,2.06163,2.06163,,20,20,5/11/2023 7:24
,,,2.090561,2.090561,,20,20,5/11/2023 7:24
,,,2.770538,2.770538,,20,20,5/11/2023 7:24
,,,1.5625,1.5625,,20,20,5/11/2023 7:24
,,,1.916962,1.916962,,20,20,5/11/2023 7:24
,,,3.211807,3.211807,,20,20,5/11/2023 7:24
,,,1.576965,1.576965,,20,20,5/11/2023 7:24
,,,1.721649,1.721649,,20,20,5/11/2023 7:24
,,,2.944153,2.944153,,20,20,5/11/2023 7:24
,,,2.575226,2.575226,,20,20,5/11/2023 7:24
,,,1.851852,1.851852,,20,20,5/11/2023 7:24
,,,1.721649,1.721649,,20,20,5/11/2023 7:24
,,,2.770538,2.770538,,20,20,5/11/2023 7:24
,,,2.206314,2.206314,,20,20,5/11/2023 7:24
,,,1.707169,1.707169,,20,20,5/11/2023 7:24
,,,2.401627,2.401627,,20,20,5/11/2023 7:24
,,,1.707169,1.707169,,20,20,5/11/2023 7:24
,,,2.285873,2.285873,,20,20,5/11/2023 7:24
,,,2.133972,2.133972,,20,20,5/11/2023 7:24
,,,2.329285,2.329285,,20,20,5/11/2023 7:24
,,,2.502899,2.502899,,20,20,5/11/2023 7:24
,,,1.678238,1.678238,,20,20,5/11/2023 7:24
,,,1.808456,1.808456,,20,20,5/11/2023 7:24
,,,1.707169,1.707169,,20,20,5/11/2023 7:24
,,,1.75058,1.75058,,20,20,5/11/2023 7:24
,,,1.620377,1.620377,,20,20,5/11/2023 7:24
,,,2.105042,2.105042,,20,20,5/11/2023 7:24
,,,2.84288,2.84288,,20,20,5/11/2023 7:24
,,,2.459488,2.459488,,20,20,5/11/2023 7:24
,,,1.721649,1.721649,,20,20,5/11/2023 7:24
,,,2.0327,2.0327,,20,20,5/11/2023 7:24
,,,2.799484,2.799484,,20,20,5/11/2023 7:24
,,,2.698212,2.698212,,20,20,5/11/2023 7:24
,,,2.191833,2.191833,,20,20,5/11/2023 7:24
,,,1.5625,1.5625,,20,20,5/11/2023 7:24
,,,1.591431,1.591431,,20,20,5/11/2023 7:24
,,,2.633102,2.633102,,20,20,5/11/2023 7:24
,,,1.837387,1.837387,,20,20,5/11/2023 7:24
,,,1.851852,1.851852,,20,20,5/11/2023 7:25
,,,1.663773,1.663773,,20,20,5/11/2023 7:25
,,,1.902481,1.902481,,20,20,5/11/2023 7:25
,,,1.851852,1.851852,,20,20,5/11/2023 7:25
,,,1.605896,1.605896,,20,20,5/11/2023 7:25
,,,2.445023,2.445023,,20,20,5/11/2023 7:25
,,,1.576965,1.576965,,20,20,5/11/2023 7:25
,,,1.634842,1.634842,,20,20,5/11/2023 7:25
,,,2.0327,2.0327,,20,20,5/11/2023 7:25
,,,3.356476,3.356476,,20,20,5/11/2023 7:25
,,,1.678238,1.678238,,20,20,5/11/2023 7:25
,,,1.605896,1.605896,,20,20,5/11/2023 7:25
,,,1.822922,1.822922,,20,20,5/11/2023 7:25
,,,1.902481,1.902481,,20,20,5/11/2023 7:25
,,,2.105042,2.105042,,20,20,5/11/2023 7:25
,,,2.076096,2.076096,,20,20,5/11/2023 7:25
,,,1.916962,1.916962,,20,20,5/11/2023 7:25
,,,3.797745,3.797745,,20,20,5/11/2023 7:25
,,,1.591431,1.591431,,20,20,5/11/2023 7:25
,,,2.235245,2.235245,,20,20,5/11/2023 7:25
,,,5.121521,5.121521,,20,20,5/11/2023 7:25
,,,1.77951,1.77951,,20,20,5/11/2023 7:25
,,,1.663773,1.663773,,20,20,5/11/2023 7:25
,,,1.533569,1.533569,,20,20,5/11/2023 7:25
,,,4.651337,4.651337,,20,20,5/11/2023 7:25
,,,1.576965,1.576965,,20,20,5/11/2023 7:25
,,,1.5625,1.5625,,20,20,5/11/2023 7:25
,,,1.504623,1.504623,,20,20,5/11/2023 7:25
,,,2.712677,2.712677,,20,20,5/11/2023 7:25
,,,1.974823,1.974823,,20,20,5/11/2023 7:25
,,,1.721649,1.721649,,20,20,5/11/2023 7:25
,,,2.06163,2.06163,,20,20,5/11/2023 7:25
,,,1.605896,1.605896,,20,20,5/11/2023 7:25
,,,2.473953,2.473953,,20,20,5/11/2023 7:25
,,,4.065399,4.065399,,20,20,5/11/2023 7:25
,,,2.358215,2.358215,,20,20,5/11/2023 7:25
,,,1.475693,1.475693,,20,20,5/11/2023 7:25
,,,1.533569,1.533569,,20,20,5/11/2023 7:25
,,,1.5625,1.5625,,20,20,5/11/2023 7:25
,,,1.649307,1.649307,,20,20,5/11/2023 7:25
,,,2.191833,2.191833,,20,20,5/11/2023 7:25
,,,1.548035,1.548035,,20,20,5/11/2023 7:25
,,,1.620377,1.620377,,20,20,5/11/2023 7:25
,,,1.475693,1.475693,,20,20,5/11/2023 7:25
,,,1.548035,1.548035,,20,20,5/11/2023 7:25
,,,1.945892,1.945892,,20,20,5/11/2023 7:25
,,,1.692703,1.692703,,20,20,5/11/2023 7:25
,,,1.793976,1.793976,,20,20,5/11/2023 7:25
,,,2.105042,2.105042,,20,20,5/11/2023 7:25
,,,3.935181,3.935181,,20,20,5/11/2023 7:25
,,,3.50116,3.50116,,20,20,5/11/2023 7:25
,,,1.793976,1.793976,,20,20,5/11/2023 7:25
,,,2.148438,2.148438,,20,20,5/11/2023 7:25
,,,1.945892,1.945892,,20,20,5/11/2023 7:25
,,,1.678238,1.678238,,20,20,5/11/2023 7:25
,,,1.707169,1.707169,,20,20,5/11/2023 7:25
,,,1.707169,1.707169,,20,20,5/11/2023 7:25
,,,2.34375,2.34375,,20,20,5/11/2023 7:25
,,,2.445023,2.445023,,20,20,5/11/2023 7:26
,,,2.285873,2.285873,,20,20,5/11/2023 7:26
,,,2.105042,2.105042,,20,20,5/11/2023 7:26
,,,2.445023,2.445023,,20,20,5/11/2023 7:26
,,,1.989288,1.989288,,20,20,5/11/2023 7:26
,,,1.461227,1.461227,,20,20,5/11/2023 7:26
,,,3.768814,3.768814,,20,20,5/11/2023 7:26
,,,1.504623,1.504623,,20,20,5/11/2023 7:26
,,,2.358215,2.358215,,20,20,5/11/2023 7:26
,,,1.793976,1.793976,,20,20,5/11/2023 7:26
,,,2.191833,2.191833,,20,20,5/11/2023 7:26
,,,1.663773,1.663773,,20,20,5/11/2023 7:26
,,,2.220779,2.220779,,20,20,5/11/2023 7:26
,,,1.519104,1.519104,,20,20,5/11/2023 7:26
,,,3.81221,3.81221,,20,20,5/11/2023 7:26
,,,1.678238,1.678238,,20,20,5/11/2023 7:26
,,,3.182877,3.182877,,20,20,5/11/2023 7:26
,,,1.620377,1.620377,,20,20,5/11/2023 7:26
,,,1.649307,1.649307,,20,20,5/11/2023 7:26
,,,1.902481,1.902481,,20,20,5/11/2023 7:26
,,,2.119507,2.119507,,20,20,5/11/2023 7:26
,,,1.678238,1.678238,,20,20,5/11/2023 7:26
,,,2.264175,2.264175,,20,20,5/11/2023 7:26
,,,1.533569,1.533569,,20,20,5/11/2023 7:26
,,,1.837387,1.837387,,20,20,5/11/2023 7:26
,,,2.235245,2.235245,,20,20,5/11/2023 7:26
,,,2.459488,2.459488,,20,20,5/11/2023 7:26
,,,1.576965,1.576965,,20,20,5/11/2023 7:26
,,,1.974823,1.974823,,20,20,5/11/2023 7:26
,,,1.902481,1.902481,,20,20,5/11/2023 7:26
,,,1.519104,1.519104,,20,20,5/11/2023 7:26
,,,2.575226,2.575226,,20,20,5/11/2023 7:26
,,,1.721649,1.721649,,20,20,5/11/2023 7:26
,,,1.490158,1.490158,,20,20,5/11/2023 7:26
,,,1.5625,1.5625,,20,20,5/11/2023 7:26
,,,1.916962,1.916962,,20,20,5/11/2023 7:26
,,,2.828415,2.828415,,20,20,5/11/2023 7:26
,,,2.235245,2.235245,,20,20,5/11/2023 7:26
,,,1.851852,1.851852,,20,20,5/11/2023 7:26
,,,1.475693,1.475693,,20,20,5/11/2023 7:26
,,,2.235245,2.235245,,20,20,5/11/2023 7:26
,,,1.504623,1.504623,,20,20,5/11/2023 7:26
,,,1.663773,1.663773,,20,20,5/11/2023 7:26
,,,1.533569,1.533569,,20,20,5/11/2023 7:26
,,,2.647568,2.647568,,20,20,5/11/2023 7:26
,,,1.663773,1.663773,,20,20,5/11/2023 7:26
,,,1.87355,1.87355,,20,20,5/11/2023 7:26
,,,1.707169,1.707169,,20,20,5/11/2023 7:26
,,,1.678238,1.678238,,20,20,5/11/2023 7:26
,,,1.692703,1.692703,,20,20,5/11/2023 7:26
,,,2.076096,2.076096,,20,20,5/11/2023 7:26
,,,1.490158,1.490158,,20,20,5/11/2023 7:26
,,,2.502899,2.502899,,20,20,5/11/2023 7:26
,,,1.851852,1.851852,,20,20,5/11/2023 7:26
,,,1.822922,1.822922,,20,20,5/11/2023 7:26
,,,1.5625,1.5625,,20,20,5/11/2023 7:26
,,,1.678238,1.678238,,20,20,5/11/2023 7:26
,,,2.105042,2.105042,,20,20,5/11/2023 7:26
,,,1.663773,1.663773,,20,20,5/11/2023 7:26
,,,1.490158,1.490158,,20,20,5/11/2023 7:26
,,,1.692703,1.692703,,20,20,5/11/2023 7:27
,,,1.663773,1.663773,,20,20,5/11/2023 7:27
,,,3.153931,3.153931,,20,20,5/11/2023 7:27
,,,3.457748,3.457748,,20,20,5/11/2023 7:27
